日期,预测得分,下限,上限,预警
2026-07-11,0.9175189804161209,0.8226365168837613,1.0124014439484805,False
2026-07-12,0.8813699884024425,0.7864875248700829,0.9762524519348021,False
2026-07-13,0.9261138733686636,0.831231409836304,1.0209963369010233,False
2026-07-14,0.9759465977962615,0.8810641342639018,1.070829061328621,False
2026-07-15,0.8759110734877643,0.7810286099554047,0.9707935370201239,False
2026-07-16,0.8759120081430789,0.7810295446107193,0.9707944716754385,False
2026-07-17,0.9791450643369929,0.8842626008046333,1.0740275278693525,False
2026-07-18,0.9329309615320541,0.8380484979996945,1.0278134250644138,False
2026-07-19,0.8625143711289538,0.7676319075965942,0.9573968346613134,False
2026-07-20,0.9201289630404603,0.8252464995081007,1.01501142657282,False
2026-07-21,0.8628591755075466,0.767976711975187,0.9577416390399063,False
2026-07-22,0.862727551095225,0.7678450875628654,0.9576100146275847,False
2026-07-23,0.9030160887555065,0.8081336252231469,0.9978985522878662,False
2026-07-24,0.7803192570861073,0.6854367935537476,0.8752017206184669,False
2026-07-25,0.791042630906823,0.6961601673744634,0.8859250944391827,False
2026-07-26,0.8572305673179195,0.7623481037855598,0.9521130308502791,False
2026-07-27,0.8315813558069219,0.7366988922745623,0.9264638193392816,False
2026-07-28,0.9071312395557313,0.8122487760233716,1.002013703088091,False
2026-07-29,0.8375479661713763,0.7426655026390167,0.9324304297037359,False
2026-07-30,0.8088395902475265,0.7139571267151669,0.9037220537798861,False
2026-07-31,0.9726799224317321,0.8777974588993724,1.0675623859640917,False
2026-08-01,0.876387975952233,0.7815055124198733,0.9712704394845926,False
2026-08-02,0.8930856483618884,0.7982031848295288,0.987968111894248,False
2026-08-03,0.8081311322179475,0.7132486686855879,0.9030135957503072,False
2026-08-04,0.8582498785062195,0.7633674149738598,0.9531323420385791,False
2026-08-05,0.8955560680545006,0.800673604522141,0.9904385315868602,False
2026-08-06,0.8237158392292128,0.7288333756968531,0.9185983027615724,False
2026-08-07,0.9106295950255816,0.815747131493222,1.0055120585579411,False
2026-08-08,0.8550472557552566,0.760164792222897,0.9499297192876163,False
2026-08-09,0.8726353299642371,0.7777528664318775,0.9675177934965967,False
