日期,预测得分,下限,上限,预警
2026-07-12,0.9326403191830831,0.8877158138586073,0.9775648245075589,False
2026-07-13,0.9155246634155758,0.8706001580911,0.9604491687400516,False
2026-07-14,0.9367097889231696,0.8917852835986938,0.9816342942476454,False
2026-07-15,0.9603043543521885,0.9153798490277127,1.0052288596766643,False
2026-07-16,0.9129400018983642,0.8680154965738884,0.95786450722284,False
2026-07-17,0.9129404444345938,0.868015939110118,0.9578649497590696,False
2026-07-18,0.9618187493393111,0.9168942440148353,1.006743254663787,False
2026-07-19,0.9399375119616762,0.8950130066372004,0.984862017286152,False
2026-07-20,0.9065969938856819,0.8616724885612062,0.9515214992101577,False
2026-07-21,0.933876081556221,0.8889515762317453,0.9788005868806968,False
2026-07-22,0.9067602502511399,0.8618357449266641,0.9516847555756157,False
2026-07-23,0.9066979293396454,0.8617734240151697,0.9516224346641212,False
2026-07-24,0.92577355783044,0.8808490525059642,0.9706980631549158,False
2026-07-25,0.8676796354930596,0.8227551301685838,0.9126041408175354,False
2026-07-26,0.8727568884054567,0.827832383080981,0.9176813937299325,False
2026-07-27,0.9040952431553023,0.8591707378308265,0.9490197484797781,False
2026-07-28,0.8919509743811106,0.8470264690566348,0.9368754797055864,False
2026-07-29,0.9277219801958929,0.8827974748714171,0.9726464855203687,False
2026-07-30,0.8947760171667628,0.849851511842287,0.9397005224912386,False
2026-07-31,0.8811833095258172,0.8362588042013415,0.926107814850293,False
2026-08-01,0.9587576641700024,0.9138331588455266,1.0036821694944782,False
2026-08-02,0.9131658034480571,0.8682412981235813,0.9580903087725329,False
2026-08-03,0.9210717393306986,0.8761472340062229,0.9659962446551744,False
2026-08-04,0.8808478721295155,0.8359233668050398,0.9257723774539913,False
2026-08-05,0.9045778618521753,0.8596533565276995,0.949502367176651,False
2026-08-06,0.9222414220992811,0.8773169167748053,0.9671659274237568,False
2026-08-07,0.8882268463576584,0.8433023410331826,0.9331513516821341,False
2026-08-08,0.9293783651914048,0.884453859866929,0.9743028705158806,False
2026-08-09,0.9030614990020597,0.8581369936775839,0.9479860043265355,False
2026-08-10,0.9113890181666431,0.8664645128421673,0.9563135234911189,False
