日期,预测得分,下限,上限,预警
2026-07-12,0.8018393875404926,0.7526983742649427,0.8509804008160424,False
2026-07-13,0.7831172967524928,0.7339762834769429,0.8322583100280426,False
2026-07-14,0.8062908080976621,0.7571497948221122,0.8554318213732119,False
2026-07-15,0.8320999037038088,0.782958890428259,0.8812409169793587,False
2026-07-16,0.7802900450106489,0.731149031735099,0.8294310582861988,False
2026-07-17,0.7802905290822836,0.7311495158067337,0.8294315423578335,False
2026-07-18,0.8337564362271858,0.7846154229516359,0.8828974495027356,False
2026-07-19,0.8098214775961782,0.7606804643206283,0.858962490871728,False
2026-07-20,0.7733516972490694,0.7242106839735195,0.8224927105246193,False
2026-07-21,0.8031911356509099,0.7540501223753601,0.8523321489264598,False
2026-07-22,0.7735302764713523,0.7243892631958024,0.8226712897469022,False
2026-07-23,0.7734621062663167,0.7243210929907669,0.8226031195418666,False
2026-07-24,0.7943281281876506,0.7451871149121008,0.8434691414632005,False
2026-07-25,0.7307816475265798,0.6816406342510299,0.7799226608021297,False
2026-07-26,0.7363354394040721,0.6871944261285222,0.785476452679622,False
2026-07-27,0.7706151381046614,0.7214741248291116,0.8197561513802113,False
2026-07-28,0.7573310369499792,0.7081900236744293,0.806472050225529,False
2026-07-29,0.7964594248738478,0.7473184115982979,0.8456004381493977,False
2026-07-30,0.7604212315783014,0.7112802183027516,0.8095622448538513,False
2026-07-31,0.7455527445062701,0.6964117312307202,0.7946937577818199,False
2026-08-01,0.8304080448346459,0.781267031559096,0.8795490581101958,False
2026-08-02,0.7805370397604174,0.7313960264848676,0.8296780530359673,False
2026-08-03,0.7891850081099515,0.7400439948344016,0.8383260213855014,False
2026-08-04,0.7451858237483069,0.696044810472757,0.7943268370238568,False
2026-08-05,0.7711430542524023,0.7220020409768524,0.8202840675279521,False
2026-08-06,0.7904644745402201,0.7413234612646702,0.8396054878157699,False
2026-08-07,0.7532573710672164,0.7041163577916665,0.8023983843427662,False
2026-08-08,0.798271274252399,0.7491302609768491,0.8474122875279488,False
2026-08-09,0.7694843691670602,0.7203433558915103,0.8186253824426101,False
2026-08-10,0.7785934896095337,0.7294524763339838,0.8277345028850835,False
